Comment,Emotion
i was feeling creative i see you alternate version of me,Joy
i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave,Anger
i basically feeling a bit grumpy most of the time coz i was hungry,Anger
i were to stop there no doubt you d leave feeling dissatisfied,Anger
i feel triumphant so deal with it,Joy
i feel good having defended the sanctity of the span style webkit text size adjust auto webkit text stroke width px background color white color display inline,Joy
i almost feel startled,Fear
i feel so honored and grateful to have met kassim selamat of the swallows during my trip,Joy
i feel terrified of the future,Fear
i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,Fear
i think feeling insulted was a good thing maybe if we all felt insulted and made that clear when someone attacks with a racial religious slur even though it is not aimed at you personally those that made the comment might learn something,Anger
i feel like ive been held back a lot this summer with soccer and my mom not trusting me,Joy
i feel myself afraid of being abandoned,Fear
im having my biannual mammogram and although i know it only hurts for a while im feeling unusually apprehensive,Fear
i feel terribly unkind to say it span style font size,Anger
i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn,Joy
i feel really successful for the fact that i read series books this summer that actually counted for the challenge finishing six total series,Joy
i used to think that men needed their women to like and respect all their friends and family in order to feel respected themselves,Joy
i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,Fear
i feel very distraught right now,Fear
i was starting to feel a little bitchy by this point,Anger
i feel i was intimidated by the college and people at home,Fear
i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,Anger
i need to take my own advice and the advice of many many writers who i admire get the butt in the chair every day even if youre feeling distracted or stressed or whatever,Anger
i feel ive answered those questions for her and shes pretty trusting for the most part,Joy
i decided that this one lesson i had had was enough practise for me so its fair to say i was feeling slightly apprehensive walking over to the nursery slopes,Fear
i feel acclimated like i am finally a part of this organization rather than a timid observer,Fear
ive never been a huge holiday person but i definitely feel more festive more hopeful more willing to celebrate others joys,Joy
i feel for you you guys who been insulted ill treated lathi charged at the grounds,Anger
im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event,Fear
im feeling peaceful and im happy that i dont have to do anymore scabi im in verona my final week,Joy
i must have been feeling rich,Joy
i dont know about you guys but i certainly feel fabulous about myself,Joy
i think about it more i have been feeling symptoms of a cold and headaches for the last couple days,Anger
i spent my vacation from school feeling confused and heartbroken,Fear
i feel a bit tortured right now,Fear
i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me,Joy
i feel almost outraged that such a crap day should fall on my most favourite of days,Anger
i feel cold spots,Anger
i feel frustrated or impatient,Anger
i was feeling a bit rushed and the kitchen has just been cleaned so i mixed up in the blender which i find works just as well provided your butter is really cold and you dont over do the pulse,Anger
i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,Fear
i would feel the speech is successful if its very uplifting and gives props to the graduating class,Joy
during lectures,Joy
i chose to go with my gut feeling i think this only amused laetshi further if i d been the easily flustered type he d have probably said something,Joy
i am feeling thankful for warm sunshine crisp autumn air and bright fall colors,Joy
i feel that there is a lot of me that would not be accepted if only the emotional side of me is wanted,Joy
im feeling weird,Fear
i feel sure a new necklace will come from this afternoon of beach combing,Joy
i just feel sooooooooooo fucked up at this moment,Anger
i was feeling irritable and grumpy today so i came home for lunch took a nap,Anger
i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at,Joy
ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,Joy
i feel excited about something that is soley for me here is the video about it,Joy
i feel like its perfect a w see youtube has its influences i even know trends,Joy
i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,Anger
i hate asking myself why i feel so reluctant when he tries to kiss me,Fear
i say that to myself when i am unsure or feeling insecure about what others think of me,Fear
i feel nervous but hes in control pretty soon,Fear
i see those forms that i havent do yet i just feel very agitated,Anger
i am seeing neurosurgeons document conversations regarding the safety of patients relationships and whether or not they feel threatened,Fear
i got to walk in the rain and feel triumphant over nature in my rain boots and pink rain coat,Joy
i walked into the dawn treader feeling fairly skeptical and walked out with three great books one was a hardcover book in japanese that i picked up for my mom for,Fear
i predict that i have and what it takes to deal with a situation i feel safe,Joy
i feel anybody got angry to me in an awkward silence,Anger
i know is what i feel and i feel absolutely terrified so overwhelmed with desire and like all i can do is cry and drink beer and prey that maybe i will find a way to make all of these lyrics work within my thought process,Fear
i was feeling cold and wet most of the time,Anger
i know im feeling agitated as it is from a side effect of the too high dose,Fear
i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place,Anger
i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,Fear
i feel strongly it could be helping people and doing what i am unsure of but it isn t within the us,Fear
i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,Joy
i feel so virtuous having made this for dinner tonight,Joy
having unwanted attention paid to me in my place of work harrassment and sexual harrassment by another worker disgusted by his implications,Anger
i feel so like distraught and lost being there,Fear
i spent most of that game feeling unsure about where i needed to be what i should be doing and just mostly feeling completely lost,Fear
i do not feel like i am hostile toward others just that i fail to be nice to them,Anger
i feel scared when my father suddenly opens a door,Fear
im feeling very uptight right now,Fear
i feel violent or something today,Anger
i feel like making this a stubborn battle of wills,Anger
i thinks this chiefs ccw should be yanked by the state as i feel threatened,Fear
i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,Anger
i uploaded and put the link to in my previous post is only good for six more days or until i feel gracious enough to upload it again,Joy
i will explain here the areas i feel are vital to a successful experience and then i will pinpoint how i plan to assess those areas,Joy
i can feel myself getting agitated at all the constant noise chatter,Fear
im really just here to write whats on my brain if you want to read it and tell me im crazy stupid boring awesome genius then feel free,Joy
i have just good news to share and it feels so amazing just being able to sit here and feel relief and sunshine,Joy
i feel the divine presence merge into mine,Joy
i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not,Joy
i am no expert in nutrition and diet planning i eat to feel strong and keep my energy level up,Joy
i appreciate not having to do it but it feels so strange to be sitting around not packing when a move is so close,Fear
i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,Anger
i feel more energetic and motivated,Joy
i feel irritated by everything,Anger
i feel he became frightened at the thought that i was putting my best foot forward,Fear
i feel frightened or anxious,Fear
i was feeling very pressured,Fear
i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed,Fear
i find it hard to breathe and sometimes feel a little shaken up by the days events,Fear
i feel it s because we re unsure how we can help,Fear
ive been idling away this past year i realize im feeling more and more doubtful of my path,Fear
i made the other day which more or less sums up how i feel about the delusion of my life for the past years or so i became somewhat frightened of myself and decided to get a little distance from that guy,Fear
i had to go to the gym so many times this last spring that i just kind of got used to feeling neurotic and then the neurotic feeling kind of went away,Fear
im not going to lie sometimes hearing myself say some of the things on my recordings makes me feel weird and insecure but just like the quote states above its a good thing,Fear
i find myself feeling shamefully skeptical of the wisdom of popular gurus especially when it comes to persuasively explaining seriously complex phenomena even when its offered to standing ovations coming from cheering audiences,Fear
i am simply to realize that master homis knows best and if he feels there is too much going on he will step in and help with some tasks that i perform and i am not to become distressed about this,Fear
i wear makeup not only to reflect how beautiful i truly feel on in the inside but also to break the stereotype of the nerdy timid out of the loop woman in the sciences,Fear
im grabbing a minute to post i feel greedy wrong,Anger
i feel so resentful and hateful and downright furious about this,Anger
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable,Fear
i combine the flat tire the head wound and a headless bird im feeling a little paranoid,Fear
i feel quite fearful about her future other times i wonder how this happened to her or even if i did something to cause abbigail to have apraxia,Fear
i got that straight i realized that i was dealing with someone who was feeling insecure,Fear
i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment,Anger
i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in,Anger
i found myself feeling shaky and dizzy while i exercised and a part of my weight loss could have been due to getting a throat infection,Fear
i don t feel agitated some part of me thinks that i ve finally managed to keep my emotions in check,Fear
i feel violent and crazy and i feel myself slowly losing patience,Anger
i mean i already did of course but i feel more glamourous naked now,Joy
ive been struggling lately whenever i feel like saying something between having a reaction to myself of oh julia youre so clever and witty,Joy
i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses,Fear
i feel like this vile thing brooding gnawing deeper in spirit,Anger
i feel like i need to be some tortured soul in order to create words or whatever,Fear
i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies,Anger
i realized that i was tired of feeling weird in relationships with boys,Fear
i need to feel assured i need to feel secure,Joy
i say it when im stressed feeling bitchy when im slacking in the toilet or when i feel constipated,Anger
i feel intimidated by these colleagues of mine,Fear
i do not feel insecure or unsafe,Fear
i feel nervous for our hyenas,Fear
i wasnt feeling at all irritated,Anger
i will remember you as someone who i could feel so comfortable around,Joy
i feel a little overwhelmed,Fear
i feel we have a wonderful thing called a minute breathing space you can stop any time in the day even when you are driving along the motorway or in the middle of an important telephone call,Joy
i was feeling resentful and daydreaming about the various places i could tell him to shove those big girl panties,Anger
i haul of each to the lava planet and export them down to the space port feeling fairly clever,Joy
i just want to show them that i can take care of myself and i feel wronged by staying with them,Anger
i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,Fear
i feel like i would have more direction that i would still feel innocent,Joy
i guess were annoyed agiatated and my sis feels hated darn cos i told her shes a geek i love you amy,Anger
i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,Anger
i am standing in my oversized tee shirt baggy yoga pants pulled up hair already semi sweat streaked from spin and am trying to feel graceful and sexy,Joy
i was afraid i was going to freaking explode my muscles locked into place and all i could feel was the absolutely ecstatic sensations ivy s hands were creating,Joy
i can not drop this class because then i lose the financial aid for not having enough credits plus i feel like a quitter and im too stubborn for that,Anger
i feel shy of sharing too much about it right now like its a delicate bird that hasnt taken flight,Fear
i am suddenly feeling insulted while typing this down,Anger
i am feeling hesitant right now going in this alone but am trying to remain optimistic,Fear
i am feeling incredibly agitated today,Fear
i personally feel that this is not a acceptable piece of art but i feel this does test personal moral and ethical views in people,Joy
i feel are acceptable response times for non crisis responses,Joy
i am not able to show that directly and so i feel suffocated and irritated,Anger
i didnt know whether or not to feel flattered or some sort of disgusted,Anger
i dwell on this matter the more i feel infuriated that i m so lowly thought of,Anger
i cant even explain how difficult it is to tear yourself away from something you both love and feel doubtful of,Fear
i woke up this morning feeling very agitated at the day coming,Anger
i feel pretty terrified about letting down all those good people kind enough to support my work,Fear
i mentioned above feel free to hit me up about anything,Joy
i only cry when i think how guilty youll make me feel and yes ive fucked up a million reasons for shame and im sorry,Anger
i am feeling is also a blossoming eager anxiety,Joy
im happy there are people in this world that have been so untouched by mental health issues that they feel it is cute to make light the plight of the affected but unfortunately they dont realize the damage they are doing,Joy
i didnt feel that it was strong enough to stop me from turning into a strawberry by the end of my holiday,Joy
ive been feeling vaguely dissatisfied with reel pros since i signed up a few weeks ago,Anger
i feel more like the girl i was when i was at i was fearless excited for life and discovery,Joy
i did not sleep better my food did not taste better my thoughts were not clearer i did not feel more vigorous i was in essence pounds of body and mind almost exclusively devoted to thinking about the cigarette i wanted but could not have,Joy
i cant help but feel someones going to end up pissed at me,Anger
i would just hurt others feelings i am so selfish,Anger
i get out if bed and look in the mirror i feel brave,Joy
ive reserved the right to feel all stubborn and powerless about it,Anger
i feel annoyed but its because im afraid i wont be able to speak well just like them,Anger
i couldn t help but feel slightly intimidated,Fear
im trying to be positive and i feel positive,Joy
i feel scared to use headphones,Fear
i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid,Fear
i wish gervase would have piped down so id feel a little less vulnerable right now,Fear
i came out freaked on the brink of tears feeling angry confused ridiculous small,Anger
i feel that im not talented in baking,Joy
i feel agitated and empty and missing something,Anger
i didnt feel threatened or concerned really but i wasnt entirely happy about the situation either perhaps instinctively because im usually quite prepared even pleased to speak to a passer by,Fear
i hate how helpless they make me feel so i get stubborn i stop taking them and im fine until im not but by then im so stubborn i cant make myself start up again until i have a really bad episode and scare myself into taking them and then the cycle starts back all over again,Anger
i am keen to incorporate more use of recovery tool and i feel that as a tool this can useful in allowing patient control over their mental health,Joy
i not seeing and feeling the divine,Joy
i liked the feeling of being scared and jumping in my seat grabbing the arm of my preferably male companion,Fear
i cannot help but feel inspired and uplifted both by martinez himself and by his association with occupy wall street,Joy
i am thankful for feeling useful,Joy
i feel an angel steal me from the greedy jaws of death and chance and pull me in with steady hands theyve given me a second chance the artist in the ambulance can we pick you off the ground more than flashing lights and sound,Anger
i hope the sensibilities of these deep feeling individuals arent too badly shaken with the display of the pink locker room,Fear
i really feel irritated with all these,Anger
i can feel what hes feeling but not quite because this is his own beloved brother,Joy
i feel determined to offer her all the possibilities that my parents gave me to explore and create my own path,Joy
the patient whom i expected to get well suddenly passed away after he showed had his meals,Anger
i havent been feeling fantastic this week so i thought id do something different and easier to write that i thought could be fun,Joy
i didnt start feeling nervous until friday and on saturday i didnt feel as much nervous as scared and respectful of the enormous challenge that laid before me,Fear
i told him i was feeling anxious about turning thirty,Fear
i have to admit that i feel a little irate as well but its under control,Anger
i feel which is glamorous and my little lacy bottoms have a tiny g string underneath,Joy
i am feeling a little stressed as aaron has friends over for a sleep over,Anger
i stop feeling so mad i ll stop behaving like this,Anger
i think about how u could make me feel and realize that everything will be ok,Joy
i just got really crunk about a situation and now i feel like i have to write to calm down lol,Joy
i feel like so much of my life has been rushed through like just the means to an end and now it feels like i am enjoying everything i possibly can for what it truly is,Anger
im even starting to feel more sociable,Joy
im excited to get home and spend time with everyone please feel free to email call or text and let me know if youre available for dinner or coffee or anything,Joy
i feel there are dangerous games or activities,Anger
im moving back into vegitarianism and it feels delicious,Joy
i wake up feeling cranky and out of sorts,Anger
i feel like im gonna be so greedy with him cuz i just love him so much,Anger
i happened to see the videotape movie this is america part one at my friends place,Anger
i like moving with a long lead time and not feeling rushed,Anger
i should have known better if you are traveling with the military and you feel satisfied there is definitely something wrong,Joy
i feel deeply offended by some of the rhetoric and behaviour of some of the apc leaders and i cannot be expected to remain silent in the face of such expressions,Anger
i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine,Anger
im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen,Fear
i wish i knew how he was really feeling aside from reading the nervous twitches,Fear
i feel are chased away by the friendly hand that clutched mine,Joy
i dont have a god to turn to doesnt mean i dont feel offended by that,Anger
i still feel innocent and small,Joy
i was feeling for the horses cooped up and determined if we got even a little stretch of weather i was going to see that each and every horse got a chance to get outside,Joy
i feel better now,Joy
i feel some weird plantar fascitis y thing,Fear
i returned home defeated and feeling totally unsure of who i was,Fear
i guess the good news is i feel calm now i think i just needed to get this off my chest,Joy
i may not feel amazing all the time but i am capable of much more than just lighting another cigarette,Joy
i feel pretty most of the time,Joy
i am friendly and so easy to talk to if only you are open to knowing me as a friend and not from a top down approach cos i feel intimidated and when i only know i do not want to offend somebody i shut up,Fear
i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better,Anger
i feel less pressured to check on my phone and i gain better space to concentrate on what is more important in life,Fear
i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,Joy
i do feel super strong you should see how the biceps on my left arm are shaping up,Joy
ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein,Anger
im feeling so unsure when things are pressing in about me comes a gentle voice so still,Fear
i will feel triumphant,Joy
i will give proper praise to the amish for being punctual but feel that i should point out that they have never had to finish a game or tv show before they rushed out the door,Anger
ill be thirty next year and im feeling positive about my life and the choices im making and the things that im putting out there into the world,Joy
i give you some tips on overcoming the feelings of being overwhelmed,Fear
i feel like these were pretty productive days although i couldve cut back on the thinking as usual,Joy
i dont want to pretend i am someone and i am not because i dont feel comfortable,Joy
i can feel myself agitated now so im going to have to leave work in a sec,Anger
i am left feeling like the greedy bastard and i hate it,Anger
i just cant help but feel extremely jealous of them because theyve been together for a year and half and luke and i have been together for and a half and i have nothing,Anger
i am in a place where i feel hopeful of finally getting a job at another warehouse distributors like where i did work but the products are floral instead of stationary accessories art bags and such,Joy
i must not feel complacent,Joy
i feel so strange with english right now,Fear
i have spent the last few weeks feeling sort of uncertain if you will,Fear
i feel assured that my mind is not one,Joy
i was feeling frustrated,Anger
i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,Anger
i feel distracted or scattered i take a few moments to close my eyes and just breathe,Anger
i want to not feel angry because i haven t the right to feel that way,Anger
i get a sort of tunnel vision heart rate increases i cant feel my arms or legs and i cant hear a thing this being the more dangerous of the side effects that have meant i cant hear the stop whistle if i have injured my opponent and thus has lead to tournament disqualifications and fines,Anger
i normally associate with a tough workout moving from side to side in bed has become more of an effort my sleep is pretty interrupted and uncomfortable in general although much better with the aid of a benadryl and there are times when i feel like i could never be energetic again,Joy
i like about dating him is how outgoing he is which makes me feel more at ease because im somewhat shy,Fear
i feel like i m in a frantic race with the clock and i can t figure out why,Fear
i now use it not just at the end of yoga practice but also at the beginning or ending of a meditation or whenever i feel the need to offer myself an acknowledgment and reminder of my own divine origins,Joy
i am feeling very shaky,Fear
i tell myself that whenever i feel hesitant to start muay thai,Fear
i bet you are feeling really mad and hurt,Anger
i feel not for you this savage deal leave me with my speedy clutch leave me with brown sugar lunch,Anger
i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task,Fear
i feel much more energetic generally im sleeping better and so is my wife,Joy
ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,Anger
i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me,Joy
i feel pretty insecure about my current relationship,Fear
i used to feel pretty friendly with started spouting off about how russia is running a muck for no reason that they dont give a shit about their citizens and that they cant be trusted,Joy
i feel vital full of energy every day and super positive,Joy
i felt so sick watching and feeling helpless,Fear
i could feel the frantic need in him the need to make me his,Fear
i was taunted by the ability of feeling threatened from weakness of frailty beneath this exterior of human existance lies a woman wanting nothing but a man needing his warmth and masculinity,Fear
i told omangy that i was feeling violent and i wasnt in a good mood,Anger
when i damaged my wristwatch which i liked very much,Anger
i really am feeling horribly irritable and a little bit depressed,Anger
im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,Anger
i feel honored to be with many wonderful artists and to display my work for the public to see,Joy
i get home i laze around in my pajamas feeling grouchy,Anger
i think they feel somehow offended because the christians played a big part in destroying the earlier cultures religions and mythologies,Anger
i think the energy in our jobs and in our writing should not always be spent on what we think will sell but rather on our pet projects we truly feel invigorated about,Joy
i feel lucky that i have an awesome life and family even though i belong to a middle class,Joy
i still managed to feel tranquil and appreciate this archeological wonder,Joy
i kind of feel more violent after having watched the non violence video,Anger
i don t know what i want in my life at the moment and even though things are really good and stable in many ways i still don t feel content with it,Joy
i feel more vulnerable and more in touch with my heart with making choices that are better for myself and my family and less worried about pleasing everyone else,Fear
i feel im being violent is i say no im not going to accept that and here are the consequences,Anger
i really appreciate his protectiveness and slight jealousy over my attention it makes me feel valued,Joy
i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that,Joy
i feel like the dust in me has been shaken and still has not settled,Fear
i was around and feeling fearless and excited,Joy
i have been aware of one traumatic memory that has been surfacing on and off leaving me feeling nauseas and gently terrified always,Fear
i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me,Fear
im not feeling joyful or spiritually fit,Joy
i feel that the life issue and posts like this one will just be met with violent and angry rhetoric,Anger
ive just watched the above video for the first time and feel a bit bitchy for doing so but here are some of my thoughts on her outfits,Anger
i still feel brave when i walk into the saudi perfume scented terminal at dulles where my flight will leave from in an hour,Joy
i feel like im too frickin uptight to let loose enough to love anyone else or more importantly myself,Fear
i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,Joy
i have to admit i always feel apprehensive to order the wings when im eating out,Fear
im starting to think we may need to have to put a big sign on our door telling them so at least that would save me from feeling rude,Anger
when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,Fear
i feel a little jealous of the people who are sitting in the coffee shop all leisurely like at in the morning,Anger
i feel offended if you question my results as unfair saying that i am lazy and all so why,Anger
i know he is totally trainable and can be free of his arm chewing habits i feel that the kids would be too nervous around him during the training process,Fear
i lve the fact that yu genuinely feel scared when playing this game,Fear
i really thought i was because i liked what i was feeling when in all actuality i hated his personality,Anger
i feel like it is worthwhile to support local artists and so does clay so i am fortunate in that sense,Joy
i feel was where i fucked up a bit and something i wish i could change,Anger
i ever going to feel cute again,Joy
i do struggle i dont get anxious instead i feel that much more determined to succeed,Joy
i got home i started to feel weird,Fear
i feel like im presenting myself in a less hostile manner now when i am dragged to an event or gathering full of stupid fake people,Anger
i hi tech color club holiday splendor sally hansen cha ching kiss silver glitter i was feeling a little festive tonight so i decided to,Joy
i was feeling awfully indecisive this morning when i started to think about what i wanted to do to get my heart pumpin,Fear
i didn t feel well,Joy
i feel it must have been the violent dream i had to snap myself awake from a difficult dream of my mother representing anyone and everyone and self violence universal but beautiful in its metaphor,Anger
i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change,Anger
i also know that if i forget for a period of time it would cause tension or a feeling of unease that maybe i am mad at him,Anger
im feeling a bit neurotic that ill lose my job,Fear
i feel amused and kind of tired still in the morning i,Joy
i feel a little bit more vital,Joy
i woke up feeling grouchy and irritable didn t feel settled all day had to remove myself from the patio when the small read his school book and ended up storming out of my own house after discovering he still doesn t flush the toilet,Anger
i feel i am not that sociable enough thus for friends wise i guess i do not miss most of them,Joy
i just feel so safe,Joy
i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,Joy
i honestly feel at heart we should be faithful to each other if its yo girl,Joy
i could feel my tremors coming on and i started to get real shaky,Fear
i feel so relieved like finally i knew what i was thinking how i was feeling,Joy
i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour,Joy
ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that,Fear
i didnt say was that strong feelings always make me skeptical at first,Fear
i feel so violent just want to break some glass,Anger
i feel petty posting with my own complaints right now because its not like i was kidnapped when i was years old and forced to make easter creme eggs for the rest of my life,Anger
ive been feeling very very restless,Fear
i have to admit to feeling pretty envious of the commuters there a south african summer has got to be a tad more reliable than a british one,Anger
i nearly called an ambulance feel a bit shaken up saw the doc who has given me some diazepam which im not sure of takeing,Fear
i feel like a very impatient mensa member at such times,Anger
i feel resentful that it hurts so much but i m also grateful she said for what i can do including disco swimming and even taking the stairs,Anger
i feel decently intelligent,Joy
i feel really pissed off justanswer,Anger
i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,Anger
i feel as if she isnt faithful but i dont have a reason to should approach her or just wait until i have a reason to approach her,Joy
i feel as the author is very passionate about his poem because when he wrote his poem he wrote from his feeling and history,Joy
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,Joy
i did a breathing treatment but as i laid in bed i felt like complete crap and i couldnt sleep so i called in thinking i really need to get steroids and ill feel fine right,Joy
i feel honored to even be mentioned in the same sentence as derek,Joy
i hate when im refered to that game guitar hero i mean its cool but i got the name kinda before lol and now i feel bitchy so stay the fuck outta my way,Anger
i am feeling that cranky voice inside my head that just wants to eat whatever it wants,Anger
i feel superior because i actually know who their president is,Joy
i can t help but feel petrified of the future is she ever going to get better,Fear
i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse,Fear
i feel irritable or depressed during the course of the day i just stop and think am i too hungry angry lonely or tired,Anger
i feel virtuous as ive already done more on it this week than i have for several months,Joy
i feel have wronged me,Anger
i absolutely refuse to feel insecure about how i look anymore,Fear
i feel uptight is it any wonder i dont know whats right,Fear
i am supposed to feel doubtful but i still think i forget sometimes how amazing it is that i am living in this city and that i get to work with such inspiring young women at my internship,Fear
i thought how great it must feel for the author to have created a story that has been so popular and now to come back with the story of the beginnings,Joy
i know i said that i would get this to you guys next week however i am feeling pretty generous so ill give you guys the scoop right now,Joy
finding out that i am not ill not seriously,Joy
i feel anguish for a family that was assaulted raped and systematically assassinated by u,Fear
i feel like i should have actively hated every single second rather than just borne it all,Anger
im feeling terrified no control and now my world is shaking the curtains close and it tingles and tickles inside in my pulse,Fear
i went to the doctor a few days into feeling weird,Fear
i feel intimidated by the great women in my family tree,Fear
i feel very successful in both my family and work life,Joy
i dont know if i feel apprehensive about it or apathetic,Fear
i almost feel intimidated by the attempt to describe it,Fear
i am feeling a little overwhelmed by christmas knitting especially since i started cross stitching and thats taking half my free time i went idea shopping today though and i am starting to feel a little better about the situation,Fear
ive decided that whenever i start to feel mad about tod i dig deeper into myself to find the real solution,Anger
i feel really bitter,Anger
i feel like a paranoid stalker or something,Fear
i was feeling frustrated and tired today,Anger
i feel like he is snobbish snooty gauche a drunk and offensive,Anger
i could have used for this blog post but this one perfectly describes the way i feel as well as give tribute to my,Joy
i was not wrong to feel angry but i was wrong for what i said,Anger
i always feel very threatened by her when it comes to guys cox you no she gets a lot of contact with the guys i like like my first and bf,Fear
i could feel my feet getting agitated once i got to the metropolitan pavilion,Anger
ive ever invented hail ember and flake are probably the three that are the most me so this story feels especially vulnerable,Fear
i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,Anger
i begin to feel complacent with my life here,Joy
i feel delighted to share it,Joy
i want her to still feel appreciative of things i do for her,Joy
i feel afraid i hold tighter to my faith and i live one more day and i make it through the rain,Fear
i have no doubt they would dial feeling threatened,Fear
i started to feel cold like symptoms of light nausea cough and tiredness,Anger
i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,Anger
realizing that a friend had been talked into signing a certain contract,Anger
i still feel that way because im stubborn like that but those people who were spazzing out are the ones with dates now,Anger
i was not going to be able to sleep until i knew how it ended and mostly because of another thing which i am not even going to talk about here because it makes me angry all over again and also because i feel horribly neurotic and immature getting upset about it and so we will gloss over that bit,Fear
i feel like i cant afford to be afraid to show that i am sometimes weak to allow others to see me as anything less than the strong wife and mom that i feel i am,Fear
i would like you to start with asking yourself these questions with you feel stressed,Anger
i love rocking her to sleep at nap time during the day and not feeling rushed or exhausted,Anger
i remember feeling more amused than sensing that i was in any real danger however i must have been experiencing a little bit of shock,Joy
i feel paranoid,Fear
when i was still a child,Anger
i feel rebellious even,Anger
im not feeling absolutely terrified of more pain and more trauma to my already battered body,Fear
i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,Joy
i think unconsciously subconsciously i feel like a vile vile being,Anger
i feel only a little agitated right now,Anger
i do feel welcomed,Joy
i even dare to say that some of the biggest stiller and or vaughn haters still could get some enjoyment out of this movie and not feel annoyed by their performances and characters,Anger
im feeling gently hesitant about posting these photos because this time the race slapped do not copy on every picture,Fear
i feel so friggin blessed with a wonderful career and family,Joy
i always feel very afraid as i work on books egan tells kurt,Fear
i was listening to belle and sebastian feeling agitated,Fear
i have faith but don t feel convinced that its if i am on here asking questions,Joy
